,link
759,https://www.aftonbladet.se/nyheter/a/g7yEX9/god-morgon-det-har-hande-medan-du-sov
760,https://www.aftonbladet.se/nyheter/a/yvnLwJ/35-arig-man-knivskuren-pa-hisingen
761,https://www.aftonbladet.se/nyheter/a/opKqm0/polisen-rustar-for-nazistmarscher
762,https://www.aftonbladet.se/nyheter/a/0EyRwA/forsta-fantombilden-fran-omstridd-metod
763,https://www.aftonbladet.se/nyheter/a/Qlk5bJ/man-hittad-knivskadad-vid-en-skola
764,https://www.aftonbladet.se/nyheter/a/rLK1B8/misstankt-mordforsok-pa-hisingen--man-knivskuren
765,https://www.aftonbladet.se/nyheter/a/ngKV1o/dod-man-vid-volvo-fabrik--polis-misstanker-inte-langre-brott
766,https://www.aftonbladet.se/nyheter/a/L0E6p1/man-knivskuren-vid-sparvagnshallplats
767,https://www.aftonbladet.se/nyheter/a/21kb2a/polisen-inget-som-tyder-pa-brott
768,https://www.aftonbladet.se/nyheter/a/70Bg4o/offret-efter-24-ar-skont-att-han-blivit-domd
769,https://www.aftonbladet.se/nyheter/a/xP76OB/populara-dna-register-kan-anvandas-av-polisen
770,https://www.aftonbladet.se/nyheter/a/ddeWEJ/har-brottar-polisen-ner-man-efter-dramat-vid-liseberg
771,https://www.aftonbladet.se/nyheter/a/GGJXaJ/aklagaren-begar-mindre-sinnesundersokning
772,https://www.aftonbladet.se/nyheter/a/dd99qq/man-hittad-skjuten-i-landvetter
773,https://www.aftonbladet.se/nyheter/a/L0OoxV/man-haktad-for-mord-pa-hisingen
774,https://www.aftonbladet.se/nyheter/a/66oz1L/experterna-om-offentliga-gangvaldet-man-skyr-inga-medel
775,https://www.aftonbladet.se/nyheter/a/3jdPg0/man-med-permobil-hittad-dod-i-a--en-anhallen
776,https://tv.aftonbladet.se/video/252151
777,https://www.aftonbladet.se/nyheter/a/70BLO4/amanda-26-la-ut-sambons-utpekade-mordare-pa-facebook--atalas
778,https://www.aftonbladet.se/nyheter/a/a2EwG5/dod-man-hittad-utomhus--polisen-utreder-mord
779,https://www.aftonbladet.se/nyheter/a/rLarMR/eu-sanktioner-mot-iranier-for-terrorplan
780,https://www.aftonbladet.se/nyheter/a/6n0VX0/dod-person-hittad-i-goteborg
781,https://www.aftonbladet.se/nyheter/a/dd8a2B/ung-man-knivskuren-i-centrala-goteborg
782,https://www.aftonbladet.se/nyheter/a/ngJK1m/kriminell-jobbade-pa-skola--misstanks-nu-for-mord
783,https://www.aftonbladet.se/nyheter/a/GGOGjx/man-atalas-for-24-ar-gammal-valdtakt
784,https://www.aftonbladet.se/nyheter/a/a2yro4/mord-i-lagenhet-kopplas-till-mordforsok
785,https://www.aftonbladet.se/nyheter/a/6nm688/ovanligt-domas-for-terrorplaner
786,https://www.aftonbladet.se/nyheter/a/1kG7XW/man-haktad-for-mord-pa-kvinna
787,https://www.aftonbladet.se/nyheter/a/MgGgX5/barn-i-trearsaldern-misstanks-ha-mordats
788,https://www.aftonbladet.se/nyheter/a/e1XWqQ/dod-person-hittad-i-gota-alv
789,https://www.aftonbladet.se/nyheter/a/WLMPnG/tolv-anhallna-efter-skotten-i-molnlycke
790,https://www.aftonbladet.se/nyheter/a/XwBQMg/larm-om-skottlossning-i-goteborg
791,https://www.aftonbladet.se/nyheter/a/G1AaxB/over-100-forhor-efter-misstankt-mord
792,https://www.aftonbladet.se/nyheter/a/EWOwPK/okat-fortroende-for-polisen-i-utsatta-omraden
793,https://www.aftonbladet.se/nyheter/a/1kbA0e/fyra-atalas-for-mord-i-halmstad
794,https://www.aftonbladet.se/nyheter/a/WLP4Gg/skolflicka-misstanks-for-kallblodigt-gangmord
795,https://www.aftonbladet.se/nyheter/a/P3AnKp/man-skottskadad--fordes-till-sjukhus
796,https://tv.aftonbladet.se/video/245194
797,https://www.aftonbladet.se/nyheter/kolumnister/a/LA25Vx/att-langa-fram-ratt-revolver-racker-inte
798,https://www.aftonbladet.se/nyheter/a/e8OMV9/balte-hogintressant-for-att-hitta-malins-mordare
799,https://www.aftonbladet.se/nyheter/a/b5QE8e/god-morgon-det-har-hande-medan-du-sov
800,https://www.aftonbladet.se/nyheter/a/wEmxJ1/skottskadad-man-hittad-utomhus-i-goteborg
801,https://www.aftonbladet.se/nyheter/a/jPjJ3q/man-allvarligt-skadad-efter-knivslagsmal
802,https://www.aftonbladet.se/nyheter/a/vmj6lB/kriminalvardare-tagna-ur-tjanst-efter-rymning
803,https://www.aftonbladet.se/nyheter/a/VRB0ll/atal-och-domar-om-terrorism-i-sverige
804,https://www.aftonbladet.se/nyheter/a/GGGxK9/ilska-och-besvikelse-bland-knutbybarnen
805,https://www.aftonbladet.se/nyheter/krim/a/7lAe3W/lurades-in-i-sexfalla-med-falsk-facebookprofil--skots-ihjal
806,https://www.aftonbladet.se/nyheter/a/J14obb/man-begars-haktad-for-dodsskott-mot-kvinna
807,https://www.aftonbladet.se/nyheter/krim/a/217GMa/barn-och-tonaringar-utnyttjas-av-gangen
808,https://www.aftonbladet.se/nyheter/a/qnak0L/friande-dom-efter-polislogn-kan-hamna-i-hd
809,https://www.aftonbladet.se/nyheter/a/Eo9wBl/tre-slapps-fran-haktet-i-mordutredning
810,https://www.aftonbladet.se/nyheter/a/QlkVzq/guide-till-nazistiska-nmrs-tankevarld
811,https://www.aftonbladet.se/nyheter/a/ngKMym/man-skots-ihjal-i-gangdad-i-goteborg
812,https://www.aftonbladet.se/nyheter/krim/a/50KlOO/ex-pojkvannen-trodde-hon-var-djavulen
813,https://www.aftonbladet.se/nyheter/a/wPrjen/god-morgon-det-har-hande-medan-du-sov
814,https://www.aftonbladet.se/nyheter/a/wE81Oo/efterlyst-gripen-for-goteborgsmord
815,https://www.aftonbladet.se/nyheter/a/6jMqJ0/luckor-tapps-till-med-ny-terrorismlag
816,https://www.aftonbladet.se/nojesbladet/a/0nMA5E/nordstrom-jag-blev-den-skona-roliga-tjejen
817,https://www.aftonbladet.se/debatt/a/70y4lB/hoj-polisernas-loner-med-5-000-kronor
818,https://www.aftonbladet.se/nyheter/a/dd26oq/varmen-paverkade-rymmarjakten-negativt
819,https://www.aftonbladet.se/nyheter/a/xRwGo8/knivskuren-man-halls-nedsovd
820,https://www.aftonbladet.se/ledare/a/RRqda5/vad-ar-det-for-odjur-vi-har-att-gora-med
821,https://www.aftonbladet.se/nyheter/a/1kAmlq/sapochefen-statliga-agenter-redo-bega-mord
822,https://www.aftonbladet.se/nyheter/a/e14vq4/dna-spar-fran-knivman-i-hogsbo-sakrade--samband-utreds
823,https://www.aftonbladet.se/nyheter/a/Onl8Qb/skottlossning-mot-bostad-i-goteborg
824,https://www.aftonbladet.se/nyheter/a/WLeAmd/annu-ingen-gripen-for-misstankt-mord
825,https://www.aftonbladet.se/nyheter/a/G1AWqq/samtliga-frikanda-i-marbacksmordet
826,https://www.aftonbladet.se/ledare/a/6jpeXo/vi-forlorar-kampen-mot-tungt-kriminella
827,https://www.aftonbladet.se/nyheter/a/y3xnMR/billdalsmannen-doms-till-sex-ars-fangelse
828,https://www.aftonbladet.se/ledare/a/RxVoyd/lagar-och-kanoner-racker-inte-mot-is
829,https://www.aftonbladet.se/nyheter/a/WLK7xj/domd-mordare-rymde-fran-bevakad-permission
830,https://www.aftonbladet.se/nyheter/a/wEb4bA/frias-i-nytt-mal-om-krogskotten
831,https://www.aftonbladet.se/nyheter/a/RxpWxr/stor-polisjakt-efter-morddomd-rymling
832,https://www.aftonbladet.se/nyheter/a/7lQnRV/dod-person-hittad-i-gota-alv-i-goteborg
833,https://www.aftonbladet.se/nyheter/a/0E8zq2/42-skjutna-till-dods-i-ar-valdigt-hog-niva
834,https://www.aftonbladet.se/nyheter/krim/a/kJX13L/malvakt-kurir-och-beskyddare--kvinnornas-roller-i-gangen
835,https://www.aftonbladet.se/nojesbladet/a/Kp8MAG/magnus-vasterbro-gustav-iii-hade-lojliga-klader
836,https://www.aftonbladet.se/nyheter/a/zLPKwO/man-skarskadad-i-lagenhet-i-goteborg--en-gripen
837,https://www.aftonbladet.se/nyheter/a/G19vW9/sa-att-han-skulle-byta-dotterns-bloja--mordade-hela-familjen
838,https://www.aftonbladet.se/nyheter/a/gPnoE1/guide-till-nazistiska-nmrs-tankevarld
839,https://www.aftonbladet.se/nyheter/a/awg3dE/en-mardrom--darfor-fangslar-fallet-maddie
840,https://www.aftonbladet.se/nyheter/a/vmKME5/rymlingen-efterlyst-internationellt
841,https://www.aftonbladet.se/nyheter/a/e1LWly/tva-barn-och-en-kvinna-hittad-doda--misstankt-trippelmord
842,https://tv.aftonbladet.se/video/123891
843,https://www.aftonbladet.se/nyheter/a/e8OMky/han-ar-som-dr-jekyll-and-mr-hyde
844,https://www.aftonbladet.se/nyheter/a/bK08nl/lottas-barn-mordades-av-ex-sambon-kastas-tillbaka
845,https://www.aftonbladet.se/sportbladet/a/70O5n8/vi-maste-skrota-den-svenska-modellen
846,https://www.aftonbladet.se/kultur/a/e8OAPK/sol-och-melodram--en-rokig-bossanova-i-rio-de-janeiro
847,https://www.aftonbladet.se/nyheter/a/rAM8Me/barn-om-uppvaxten-i-knutbysekten-var-alltid-sa-radd
848,https://www.aftonbladet.se/nyheter/a/qnwbvm/ingen-gripen-efter-mordforsok-i-molndal
849,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Ql3K0Q/man-haktad-for-knivmord-pa-australier
850,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Rxlqg8/tva-broder-haktade-for-inblandning-i-mord
851,https://www.aftonbladet.se/nyheter/a/bKvO0B/skottlossning-pa-hisingen--tva-till-sjukhus
852,https://www.aftonbladet.se/nyheter/a/rAeqrm/slakttrad-ska-falla-mordaren
853,https://www.aftonbladet.se/nyheter/a/MRXGKR/harda-ord-infor-misstroendeomrostningen
854,https://www.aftonbladet.se/nyheter/a/0ExB9M/man-forsokte-kora-pa-polis-i-trollhattan
855,https://www.aftonbladet.se/nyheter/a/wPXndd/livet-efter-ganget-stamplad-for-alltid
856,https://www.aftonbladet.se/nyheter/krim/a/5VKxyz/435-ganget-krigar-mot-hells-angels
857,https://www.aftonbladet.se/nyheter/a/OndxoO/ganguppgorelse-bakom-skotten-i-molnlycke
858,https://www.aftonbladet.se/nyheter/kolumnister/a/3j0mWM/det-ar-lagligt-att-ge-en-domd-mordare-falskt-alibi
859,https://www.aftonbladet.se/nyheter/a/m6p32p/ranare-skot-guldhandlare-i-villa
860,https://tv.aftonbladet.se/video/237610
861,https://www.aftonbladet.se/kultur/a/3JQVXq/det-ar-mord-att-gora-noll
862,https://www.aftonbladet.se/nyheter/a/4dzGoR/misstankt-granat-exploderade-i-lagenhet-i-goteborg
863,https://www.aftonbladet.se/nyheter/a/7lR964/skott-avlossade-mot-fastighet-pa-hisingen
864,https://www.aftonbladet.se/nyheter/a/8wBWaQ/aftonbladet-granskar-dodskjutningarna-i-sverige
865,https://www.aftonbladet.se/nyheter/krim/a/GG6wv6/17-kvinnor--deras-mordare-gar-fria
866,https://www.aftonbladet.se/nyheter/krim/a/rLJL0a/27-aring-mordade-i-slumpmassig-attack-sa-att-han-hogg-honom
867,https://www.aftonbladet.se/nyheter/a/J1gj4X/guide-till-nazistiska-nmrs-tankevarld
868,https://www.aftonbladet.se/nyheter/a/1kOn3G/tva-nya-misstankta-for-dikesmord
869,https://www.aftonbladet.se/nyheter/a/XweOwm/oklart-kring-dod-man-i-biskopsgarden
870,https://www.aftonbladet.se/ledare/a/e1r624/valdet-i-fororten-ar-lika-dodligt-som-extremism
871,https://www.aftonbladet.se/nyheter/a/zLPjAb/hylsor-hittade-efter-skott-i-goteborg
872,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/zLQQV1/ny-vantan-pa-rattegang-om-gamla-mord
873,https://www.aftonbladet.se/nyheter/a/4drJ2o/ytterligare-misstankt-i-mordharva
874,https://www.aftonbladet.se/nyheter/a/bKvzLA/forskare-domd-nazist-gynnar-nmr
875,https://www.aftonbladet.se/nyheter/a/jP9mzz/tva-gripna-for-mordet-i-barslov
876,https://www.aftonbladet.se/nyheter/a/1kRQ5J/bostad-beskjuten--misstankt-mordforsok
877,https://www.aftonbladet.se/nyheter/a/MgqAvR/fjarde-person-haktad-for-mord-i-halland
878,https://www.aftonbladet.se/nyheter/a/a2Q47A/bad-om-ursakt--sedan-hogg-han-ihjal-magnus
879,https://www.aftonbladet.se/nyheter/a/MgBqpJ/man-haktad-for-mordforsok-i-goteborg
880,https://www.aftonbladet.se/nyheter/a/a2x8bA/man-ihjalskjuten-i-gangdad-i-goteborg
881,https://www.aftonbladet.se/nyheter/a/OpmwLk/asylsokande-enkla-mal-for-kriminella-gang
882,https://www.aftonbladet.se/nyheter/a/VR10yl/svart-att-doma-for-terrorism
883,https://www.aftonbladet.se/nyheter/a/21z6Bq/uppgifter-sex-hells-angels-medlemmar-skjutna--av-rivalgang
884,https://www.aftonbladet.se/nyheter/a/oR63JW/polisen-hjalp-oss-hitta-magnus
885,https://www.aftonbladet.se/nojesbladet/a/x4yR8n/vi-pa-saltkrakan-skrevs-for-tv--ska-nu-uppdateras-av-svt
886,https://www.aftonbladet.se/nyheter/a/Kv90Ey/knivmordsdomde-kristofers-internationellt-efterlyst
887,https://www.aftonbladet.se/nyheter/a/BJzOLg/sjatte-mannen-i-mordutredning-slapptes
888,https://www.aftonbladet.se/nyheter/a/kaz2Ga/mordet-pa-fyraaring-i-sprangdad-annu-olost
889,https://www.aftonbladet.se/nojesbladet/a/8mrepx/asbrink-om-en-familj-full-av-hemligheter
890,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/a2yplL/domda-for-krogmorden-fa-inget-skadestand
891,https://www.aftonbladet.se/nyheter/a/EoAPEP/centern-utesluter-toppnamn-i-goteborg
892,https://www.aftonbladet.se/nyheter/a/qnBARw/utredning-om-tjanstefel-efter-rymning
893,https://www.aftonbladet.se/nyheter/a/7lQRy4/fortsatt-jakt-efter-valdsamt-ran-i-goteborg
894,https://www.aftonbladet.se/nyheter/a/yvRLKr/man-knivhuggen-i-goteborg
895,https://www.aftonbladet.se/nyheter/a/J1xgOJ/utredarna-tror-att-man-kidnappades-fore-mord
896,https://www.aftonbladet.se/nyheter/a/VR1lx4/man-som-hittats-skjuten-till-dods-har-identifierats
897,https://www.aftonbladet.se/nyheter/a/gPm2V9/god-morgon-det-har-hande-medan-du-sov
898,https://www.aftonbladet.se/nyheter/kolumnister/a/rLRWBA/svart-bevisa-forberedelse-till-brott
899,https://www.aftonbladet.se/nyheter/a/5VnmqK/dod-man-hittad-i-skogsomrade
900,https://www.aftonbladet.se/nyheter/a/vmb8pB/garningsman-pakord-efter-skjutning-pa-hisingen-det-ar-rorigt
901,https://www.aftonbladet.se/nyheter/a/L0G9W1/god-morgon-det-har-hande-medan-du-sov
902,https://www.aftonbladet.se/nyheter/a/Kv7aGe/god-morgon-det-har-hande-medan-du-sov
903,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/vmzXzj/tva-till-haktas-for-uddevallamord
904,https://www.aftonbladet.se/nyheter/a/wE0pvo/tva-skjutna-i-goteborg--ingen-gripen
905,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/kayyAQ/tva-gripna-i-utredning-om-barslovsmord
906,https://www.aftonbladet.se/nyheter/a/lE1exA/gangstrar-anser-att-de-vunnit-mot-staten
907,https://www.aftonbladet.se/nyheter/a/P3kq90/sapo-vi-har-koll-pa-is-svenskarna-i-syrien
908,https://www.aftonbladet.se/nyheter/a/bKyeAk/den-dolda-varlden-bakom-telefonbedragerierna
909,https://www.aftonbladet.se/nyheter/a/yv7QKx/polischef-filma-all-trafik-i-goteborg
910,https://www.aftonbladet.se/nyheter/kolumnister/a/6j4q1W/sverige-straffar-barn-som-riskerar-att-do
911,https://www.aftonbladet.se/nyheter/a/70B4j3/mordarna-som-aldrig-kan-betala-tillbaka
912,https://www.aftonbladet.se/nyheter/a/WLrXLQ/sa-kunde-den-misstankte-valdtaktsmannen-gripas--efter-24-ar
913,https://tv.aftonbladet.se/video/229967
914,https://www.aftonbladet.se/nyheter/krim/a/e1QVPy/satanisterna-mordade-josef-36-i-keillers-park
915,https://www.aftonbladet.se/nyheter/a/wE07Bo/man-knivskuren-i-lagenhet--svart-skadad
916,https://www.aftonbladet.se/nyheter/a/Mg3V6r/man-knivhuggen-i-goteborg--dog-av-sina-skador
917,https://www.aftonbladet.se/nyheter/a/bKGMd3/dod-man-i-hogsbo-var-skottskadad
918,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/ddjLdz/fortsatta-forhor-om-mord-i-goteborg
919,https://www.aftonbladet.se/nyheter/a/e140py/kvinna-vackt-av-knivman-i-lagenhet
920,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/VRoxml/misstankt-mord-i-goteborg-en-greps
921,https://www.aftonbladet.se/nyheter/a/kayqr9/langre-straff-for-morddomd
922,https://www.aftonbladet.se/nyheter/a/rLpW0a/knivskuren-man-hittad-vid-tagspar-i-goteborg
923,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/WLed12/man-i-30-arsaldern-knivdodad-i-goteborg
924,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Ql3EMJ/mordad-man-i-hjallbo-har-identifierats
925,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/wE057d/ny-mordhaktning-efter-forsvinnande
926,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/21X4VG/man-knivskuren-i-goteborg
927,https://www.aftonbladet.se/nyheter/a/Eop6Eo/polisen-vadjar-om-hjalp-att-losa-oforklarliga-knivmordet
928,https://www.aftonbladet.se/nyheter/a/2MaER/polisen-utreder-misstankt-mord-i-kungalv
929,https://www.aftonbladet.se/nyheter/kolumnister/a/karm5a/langsamt-forflyttas-det-offentliga-samtalet
930,https://www.aftonbladet.se/nyheter/a/RxqoEx/maskerade-ranare-skot-man-i-benet--jagas-av-polis-ar-farliga
931,https://www.aftonbladet.se/sportbladet/fotboll/a/Xg35Vr/rankning-har-ar-allsvenskans-12-storsta-profiler
932,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/e1yy9Q/ulricehamnsmisstankt-anhallen-for-nytt-mord
933,https://www.aftonbladet.se/nyheter/a/7l5qzv/beslagtagna-bilen-viktigt-spar--efter-forsvunne-magnus-36
934,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/gPn9WA/frias-fran-mord-for-knivdod-i-partille
935,https://www.aftonbladet.se/nyheter/a/G1nvgx/inbrottstjuv-tros-ligga-bakom-mord-och-mordforsok--polisen-vadjar-om
936,https://www.aftonbladet.se/nyheter/a/L01M3V/man-haktad-for-mystiskt-knivmord-mitt-i-goteborg
937,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/a2ykza/nytt-atal-efter-krogskott-i-goteborg
938,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/p64XrG/forsvunnen-man-misstanks-vara-mordad
939,https://www.aftonbladet.se/nyheter/a/WLzGBL/tts-inrikes-vecko-pm-den-3-9-december-2018
940,https://www.aftonbladet.se/nyheter/a/yvb3v2/polisen-om-jagade-inbrottsmordaren-han-kan-gora-det-igen
941,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/One0wb/misstankt-mordare-rymde-fran-forvar
942,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/oR8x8m/ingen-gripen-efter-lagenhetsexplosion
943,https://www.aftonbladet.se/nyheter/a/xPlBzB/ludvika-reser-sig-mot-nazisterna
944,https://www.aftonbladet.se/nyheter/a/Qlbl5q/grannarna-om-sorgen-har-sett-barnen-leka-manga-ganger
945,https://www.aftonbladet.se/nyheter/krim/a/Xw8yPr/internationellt-efterlyst-misstankt-mordare-gripen-i-tyskland
946,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/J1RG64/skjuten-man-hittad-dod-i-goteborg
947,https://www.aftonbladet.se/sportbladet/a/P3AGX0/fem-myror-ar-betydligt-fler-an-one-direction
948,https://www.aftonbladet.se/sportbladet/a/pLeLej/det-kanns-i-hjartat-hela-tiden
949,https://www.aftonbladet.se/nyheter/krim/a/l1gxP3/man-anhallen-for-bilbombsdadet-i-torslanda
950,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/Kveqbo/man-knivskuren-i-goteborg-en-gripen
951,https://www.aftonbladet.se/nyheter/a/J1A4E4/mirres-van-mordades--for-sitt-utseende
952,https://www.aftonbladet.se/nyheter/a/yv74aa/god-morgon-det-har-hande-medan-du-sov
953,https://www.aftonbladet.se/lokala-nyheter/A23O7M@ablokal
954,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/VRekz3/planer-pa-att-frita-domd-mordare
955,https://www.aftonbladet.se/nyheter/a/ngJOpd/man-skjuten-med-tre-skott-i-bostad-i-molndal
956,https://www.aftonbladet.se/nyheter/a/dOrOxJ/ostraffade-smabarnspappan-blev-dubbelmordare
957,https://www.aftonbladet.se/nyheter/a/rL1PVA/man-som-skickat-hotbrev-till-ministrar-haktad
958,https://www.aftonbladet.se/nyheter/a/xREzKn/polisen-borjar-dna-topsa-i-jakt-pa-hogsbo-mordare
959,https://www.aftonbladet.se/nojesbladet/a/Vq0kgr/shanti-roney-han-sagade-mig-rejalt
960,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/5VOO5z/polis-utreder-misstankt-mord-i-kungalv
961,https://www.aftonbladet.se/ledare/a/bKvzAA/plocka-fram-din-inre-tant-i-valet
962,https://www.aftonbladet.se/nyheter/a/wEGEeL/granne-jag-vacktes-av-ett-hogljutt-skrik
963,https://www.aftonbladet.se/nyheter/a/Rxegla/polisens-nya-fantombild--framtagen-med-mordarens-dna
964,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/rLGX63/inga-spar-efter-misstankt-uddevallamord
965,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/7l4jR3/skottlossning-i-centrala-goteborg
966,https://www.aftonbladet.se/nyheter/a/XwXj8W/straffen-kan-skarpas-for-vissa-terroristbrott
967,https://www.aftonbladet.se/nojesbladet/a/5Vzdre/johnny-depps-forsta-framtradande--efter-markliga-bilderna
968,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/zLQVJ1/man-svart-skadad-tva-anhallna
969,https://www.aftonbladet.se/nyheter/krim/a/rL1oQK/misstankte-mordaren-tidigare-domd-for-liknande-brott
970,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/vmz8mj/livstid-for-knivmord-i-boras
971,https://www.aftonbladet.se/nyheter/a/wEzo1G/de-stred-for-is--tar-inte-avstand
972,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/P3em5J/90-arig-kvinna-utsatt-for-mordforsok
973,https://www.aftonbladet.se/nyheter/a/3JWQzM/blev-lars-appelvik-oskyldigt-domd
974,https://www.aftonbladet.se/nyheter/a/xRP4pV/90-arig-kvinna-skadad--anhorig-gripen-for-mordforsok
975,https://www.aftonbladet.se/nyheter/a/nkzVJ/skottlossning-i-goteborg
976,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/BJvm3e/tre-man-anhallna-misstankta-for-mord
977,https://www.aftonbladet.se/nyheter/a/AlnvAq/makaber-avrattning-efter-misslyckad-kupp
978,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/gPyBBq/haktas-for-dodsskjutning-i-barslov
979,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/21XJOy/man-anhallen-for-dodligt-sprangdad
980,https://www.aftonbladet.se/nyheter/a/jPzK3o/lasning-har-varit-min-drog-lust-och-gladje
981,https://www.aftonbladet.se/nyheter/krim/a/wE8P4P/lista-elva-mest-eftersokta-brottslingarna
982,https://www.aftonbladet.se/nyheter/a/bKzddl/aftonbladets-granskning-avslojar-131-doda--over-520-skottskadade
983,https://www.aftonbladet.se/nyheter/a/oJWdj/mordad-man-i-hjallbo-har-identifierats
984,https://www.aftonbladet.se/nyheter/kolumnister/a/RWO0A/bevis-om-morden-i-hallonbergen-paminner-om-var-krog--bar
985,https://www.aftonbladet.se/nyheter/a/014JM/ung-man-hittad-dod-i-kallare
986,https://www.aftonbladet.se/nyheter/a/Vm14p/okand-forsokte-skjuta-person-i-goteborg
987,https://www.aftonbladet.se/nyheter/a/kaOkzk/polisen-avbryter-sokinsats-efter-rymling
988,https://www.aftonbladet.se/nojesbladet/a/lAjKnk/kjell-bergqvist-jag-hoppas-krisen-kan-andra-attityder
989,https://www.aftonbladet.se/nyheter/a/opdzoa/nytt-hopp-for-de-kalla-fallen
990,https://www.aftonbladet.se/nyheter/krim/a/a2pqRL/polisens-jakt-pa-hogsbomordaren--kan-borja-topsa-misstankta
991,https://www.aftonbladet.se/nyheter/a/xRb4kj/polisen-hojde-sakerheten-efter-attentatsrisk
992,https://www.aftonbladet.se/kultur/bokrecensioner/a/vmOq7l/kack-karuselltur-till-1920-talets-goteborg
993,https://www.aftonbladet.se/nyheter/a/a2PXQ7/blodig-knivman-tog-sig-in-i-lagenheter
994,https://www.aftonbladet.se/nojesbladet/a/9mdJrd/richard-ulfsater-och-lotta-aldgard-forlovade
995,https://www.aftonbladet.se/nyheter/a/VV2y4/man-begars-haktad-misstankt-for-morden-i-angered
996,https://www.aftonbladet.se/nyheter/a/rLWkER/forsvunne-magnus-36-hittad-dod-i-skog
997,https://www.aftonbladet.se/nyheter/krim/a/Xww8po/kan-inte-bevisa-hur-mannen-mordade-luna-i-bilexplosion-ledsamt
998,https://www.aftonbladet.se/nyheter/a/RRkrwW/smartsam-repris-pa-60-talets-usa
999,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/8w7O7d/en-anhallen-for-torslandabomben
1000,https://www.aftonbladet.se/nyheter/a/8wM1Ld/ra-aklagare-behover-forklara-mer
1001,https://www.aftonbladet.se/nyheter/a/XgMear/nya-dna-traffar-kan-losa-spadbarnsmordet-och-tva-mord-till
1002,https://www.aftonbladet.se/nyheter/a/8wj5BW/27-aring-gripen-for-misstankt-mord-i-goteborg
1003,https://www.aftonbladet.se/nyheter/a/e1gqnO/khashoggis-dod-kan-undergrava-kronprinsen
1004,https://www.aftonbladet.se/nyheter/krim/a/a2oAq4/mordare-pa-rymmen--grannen-dok-ner-pa-marken-innan-han-sprang-vidar
1005,https://www.aftonbladet.se/nyheter/a/A2mpPA/advokatens-harda-kritik-mot-polisen-otroligt-arrogant
1006,https://tv.aftonbladet.se/video/221764
1007,https://www.aftonbladet.se/nyheter/a/3jdEzX/m-skarper-tonen-mot-hedersfortryck
1008,https://www.aftonbladet.se/sportbladet/a/b5V1kB/det-var-som-att-nagon-tog-min-frihet-ifran-mig
1009,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/e1ydBR/domda-for-krogskott-flyttas-till-kumla
1010,https://www.aftonbladet.se/nyheter/krim/a/A2PyMM/atalas-for-dubbelmordet-i-mantorp-hade-fantasier-om-att-skada-mannis
1011,https://www.aftonbladet.se/nyheter/a/VOXO6/terrordomd-vagrar-ata-i-fangelset--mamman-ber-om-nad
1012,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/ddbPdO/forbipasserandes-insats-kan-ha-raddat-liv
1013,https://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/a/KvejL6/hog-insulinhalt-utreds-som-mord
1014,https://www.aftonbladet.se/nyheter/a/WV27g/grannen-om-tragedin-barnen-larde-sig-cykla-pa-garden
1015,https://www.aftonbladet.se/nyheter/a/l1jzbe/vilks-domen-visar-att-hoten-ar-pa-riktigt
1016,https://www.aftonbladet.se/nyheter/krim/a/gPWV71/grafik-har-ar-alla-morden-2017
